id,release_date,movie,production_budget,domestic_gross,genres,tconst,runtime,popularity,year_released,release_day,release_month,domestic_gross_in_mill,production_budget_in_mill,domestic_net_in_mill,Return_on_Investment,release_day_num,release_month_num
15,2013-12-25,August: Osage County,25000000,37738810,"Comedy,Drama",tt1322269,121.0,9.586,2013,Wednesday,December,37.73881,25.0,12.73881,50.95524,25,12
16,2001-07-06,Kiss of the Dragon,25000000,36833473,,,,,2001,Friday,July,36.833473,25.0,11.833472999999998,47.33389199999999,6,7
17,2014-05-16,Million Dollar Arm,25000000,36447959,"Biography,Drama,Sport",tt1647668,124.0,7.771,2014,Friday,May,36.447959,25.0,11.447958999999996,45.79183599999999,16,5
18,2004-01-01,Beauty Shop,25000000,36351350,,,,,2004,Thursday,January,36.35135,25.0,11.351349999999995,45.40539999999999,1,1
19,2003-04-04,What a Girl Wants,25000000,35990505,,,,,2003,Friday,April,35.990505,25.0,10.990505,43.96202,4,4
20,2003-08-29,Jeepers Creepers II,25000000,35623801,,,,,2003,Friday,August,35.623801,25.0,10.623801,42.495204,29,8
21,2018-09-07,Peppermint,25000000,35418723,"Action,Crime,Drama",tt6850820,101.0,32.476,2018,Friday,September,35.418723,25.0,10.418723,41.674892,7,9
22,2007-09-21,Good Luck Chuck,25000000,35017297,Comedy,tt5138210,51.0,,2007,Friday,September,35.017297,25.0,10.017297,40.069188,21,9
23,2003-02-28,Cradle 2 the Grave,25000000,34657731,,,,,2003,Friday,February,34.657731,25.0,9.657730999999998,38.63092399999999,28,2
24,2006-03-17,She's the Man,25000000,33889159,,,,,2006,Friday,March,33.889159,25.0,8.889159,35.556636,17,3
25,2014-12-10,The Gambler,25000000,33680992,Drama,tt1828325,105.0,8.807,2014,Wednesday,December,33.680992,25.0,8.680992000000002,34.723968000000006,10,12
26,2007-08-24,Mr. Beanâs Holiday,25000000,33302167,,,,,2007,Friday,August,33.302167,25.0,8.302166999999997,33.20866799999999,24,8
27,2016-04-29,Motherâs Day,25000000,32492859,,,,,2016,Friday,April,32.492859,25.0,7.492859000000003,29.97143600000001,29,4
29,2017-02-17,Fist Fight,25000000,32187017,Comedy,tt3401882,91.0,9.808,2017,Friday,February,32.187017,25.0,7.187016999999997,28.74806799999999,17,2
30,2007-11-21,August Rush,25000000,31664162,,,,,2007,Wednesday,November,31.664162,25.0,6.664162000000001,26.656648000000004,21,11
31,2004-08-27,Anacondas: The Hunt for the Blood Orchid,25000000,31526393,,,,,2004,Friday,August,31.526393,25.0,6.526392999999999,26.105571999999995,27,8
32,2011-12-09,The Sitter,25000000,30542576,Comedy,tt1366344,81.0,11.571,2011,Friday,December,30.542576,25.0,5.542576,22.170304,9,12
36,2014-04-11,Draft Day,25000000,28842237,"Drama,Sport",tt2223990,110.0,10.581,2014,Friday,April,28.842237,25.0,3.842237000000001,15.368948000000005,11,4
38,2017-02-03,Rings,25000000,27793018,"Drama,Horror,Mystery",tt0498381,102.0,13.53,2017,Friday,February,27.793018,25.0,2.793018,11.172072,3,2
39,2009-05-22,Dance Flick,25000000,25794018,,,,,2009,Friday,May,25.794018,25.0,0.7940180000000012,3.176072000000005,22,5
40,2001-04-20,Crocodile Dundee in Los Angeles,25000000,25590119,,,,,2001,Friday,April,25.590119,25.0,0.5901190000000014,2.3604760000000056,20,4
42,2005-03-18,Ice Princess,25000000,24381334,,,,,2005,Friday,March,24.381334,25.0,-0.6186660000000009,-2.474664000000004,18,3
43,2011-08-26,Don't Be Afraid of the Dark,25000000,24046682,"Fantasy,Horror,Thriller",tt1270761,99.0,8.405,2011,Friday,August,24.046682,25.0,-0.9533179999999994,-3.813271999999998,26,8
44,2010-04-23,The Losers,25000000,23591432,"Action,Adventure,Crime",tt0480255,97.0,10.202,2010,Friday,April,23.591432,25.0,-1.4085679999999992,-5.6342719999999975,23,4
45,2009-04-24,Fighting,25000000,23091010,"Action,Romance,Sport",tt6447730,91.0,,2009,Friday,April,23.09101,25.0,-1.9089899999999995,-7.635959999999997,24,4
46,2007-08-24,War,25000000,22486409,Drama,tt4105466,106.0,0.6,2007,Friday,August,22.486409,25.0,-2.5135910000000017,-10.054364000000009,24,8
48,2005-04-22,A Lot Like Love,25000000,21835784,,,,,2005,Friday,April,21.835784,25.0,-3.164216,-12.656864,22,4
50,2011-02-11,The Eagle,25000000,19490041,"Action,Adventure,Drama",tt1034389,114.0,8.443,2011,Friday,February,19.490041,25.0,-5.5099589999999985,-22.039835999999994,11,2
51,2015-08-05,Shaun the Sheep,25000000,19375982,,,,,2015,Wednesday,August,19.375982,25.0,-5.624018,-22.496072,5,8
52,2011-09-02,Shark Night 3D,25000000,18877153,"Horror,Thriller",tt1633356,90.0,7.879,2011,Friday,September,18.877153,25.0,-6.122847,-24.491388,2,9
53,2017-03-24,CHiPS,25000000,18600152,,,,13.744000000000002,2017,Friday,March,18.600152,25.0,-6.399847999999999,-25.599391999999995,24,3
54,2002-10-11,Punch-Drunk Love,25000000,17791031,,,,,2002,Friday,October,17.791031,25.0,-7.2089690000000015,-28.835876000000006,11,10
55,2004-02-20,Eurotrip,25000000,17718223,,,,,2004,Friday,February,17.718223000000005,25.0,-7.281777000000003,-29.12710800000001,20,2
56,2017-12-22,Father Figures,25000000,17501244,"Adventure,Comedy,Drama",tt1966359,113.0,12.45,2017,Friday,December,17.501244,25.0,-7.498756,-29.995024000000004,22,12
57,2008-04-04,The Ruins,25000000,17432844,,,,,2008,Friday,April,17.432844,25.0,-7.5671560000000015,-30.26862400000001,4,4
58,2013-10-25,The Counselor,25000000,16973715,"Crime,Drama,Thriller",tt2193215,117.0,10.55,2013,Friday,October,16.973715,25.0,-8.026285000000001,-32.10514000000001,25,10
59,2006-12-08,Unaccompanied Minors,25000000,16655224,,,,,2006,Friday,December,16.655224,25.0,-8.344776,-33.379104,8,12
60,2018-12-07,Mary Queen of Scots,25000000,16468499,"Biography,Drama,History",tt1555069,119.0,16.115,2018,Friday,December,16.468498999999998,25.0,-8.531500999999999,-34.126003999999995,7,12
62,2002-11-15,Half Past Dead,25000000,15567860,,,,,2002,Friday,November,15.56786,25.0,-9.43214,-37.72856,15,11
65,2005-09-30,The Greatest Game Ever Played,25000000,15331289,,,,,2005,Friday,September,15.331289000000002,25.0,-9.668711,-38.674844,30,9
66,2009-11-06,The Box,25000000,15051977,Drama,tt1728200,89.0,0.84,2009,Friday,November,15.051977,25.0,-9.948023,-39.792092,6,11
67,2000-03-03,The Next Best Thing,25000000,14983572,,,,,2000,Friday,March,14.983572,25.0,-10.016428,-40.065712,3,3
68,2010-10-08,My Soul to Take,25000000,14744435,"Horror,Mystery,Thriller",tt0872230,107.0,9.808,2010,Friday,October,14.744435,25.0,-10.255565,-41.02226,8,10
69,2004-04-09,The Girl Next Door,25000000,14589444,,,,,2004,Friday,April,14.589444,25.0,-10.410556,-41.642224,9,4
70,2008-08-15,Fly Me To the Moon,25000000,14543943,,,,,2008,Friday,August,14.543943,25.0,-10.456057,-41.82422800000001,15,8
72,2002-09-13,Stealing Harvard,25000000,13973532,,,,,2002,Friday,September,13.973532,25.0,-11.026468,-44.105872,13,9
73,2007-08-03,Hot Rod,25000000,13938332,,,,,2007,Friday,August,13.938332,25.0,-11.061668,-44.246672,3,8
74,2011-09-09,Warrior,25000000,13657115,"Drama,Sport",tt1291584,140.0,15.478,2011,Friday,September,13.657115,25.0,-11.342885,-45.37154,9,9
76,2017-09-22,Battle of the Sexes,25000000,12638526,"Biography,Comedy,Drama",tt4622512,121.0,0.6,2017,Friday,September,12.638526,25.0,-12.361474,-49.44589600000001,22,9
77,2012-12-21,Cirque du Soleil: Worlds Away,25000000,12512862,Fantasy,tt1792647,91.0,6.537999999999999,2012,Friday,December,12.512862,25.0,-12.487138,-49.948552,21,12
78,2015-11-13,The 33,25000000,12227722,"Biography,Drama,History",tt2006295,127.0,9.993,2015,Friday,November,12.227722,25.0,-12.772278,-51.089112,13,11
80,2011-04-15,The Conspirator,25000000,11538204,"Crime,Drama,History",tt0968264,122.0,6.492999999999999,2011,Friday,April,11.538204,25.0,-13.461796,-53.84718400000001,15,4
81,2002-07-03,The Powerpuff Girls,25000000,11411644,,,,,2002,Wednesday,July,11.411644,25.0,-13.588356,-54.353424,3,7
82,2005-06-03,The Lords of Dogtown,25000000,11273517,,,,,2005,Friday,June,11.273517,25.0,-13.726482999999998,-54.90593199999999,3,6
85,2008-03-28,Stop-Loss,25000000,10915744,,,,,2008,Friday,March,10.915744,25.0,-14.084256,-56.337024,28,3
87,2002-10-18,Abandon,25000000,10719367,,,,,2002,Friday,October,10.719367,25.0,-14.280632999999998,-57.12253200000001,18,10
88,2011-09-16,Straw Dogs,25000000,10324441,"Action,Drama,Thriller",tt0999913,110.0,8.749,2011,Friday,September,10.324441,25.0,-14.675559,-58.702236,16,9
90,2002-08-16,Possession,25000000,10103647,"Drama,Mystery",tt2044843,90.0,,2002,Friday,August,10.103647,25.0,-14.896353,-59.58541199999999,16,8
93,2019-01-25,Serenity,25000000,8547045,"Biography,Documentary,Drama",tt1913131,93.0,,2019,Friday,January,8.547044999999999,25.0,-16.452955,-65.81182,25,1
94,2009-11-25,The Road,25000000,8114270,Documentary,tt1794774,,2.948,2009,Wednesday,November,8.11427,25.0,-16.885730000000002,-67.54292000000001,25,11
95,2018-10-12,Beautiful Boy,25000000,7634767,"Biography,Drama",tt1226837,120.0,5.872000000000001,2018,Friday,October,7.634767,25.0,-17.365233,-69.460932,12,10
96,2007-04-06,The Hoax,25000000,7164995,"Crime,Documentary,Drama",tt2497618,77.0,,2007,Friday,April,7.1649949999999984,25.0,-17.835005,-71.34002,6,4
97,2019-03-15,Captive State,25000000,5958315,"Sci-Fi,Thriller",tt5968394,109.0,,2019,Friday,March,5.958315,25.0,-19.041685,-76.16674,15,3
99,2005-09-02,Underclassman,25000000,5654777,,,,,2005,Friday,September,5.654776999999998,25.0,-19.345223,-77.380892,2,9
100,2001-03-23,Say It Isn't So,25000000,5516708,,,,,2001,Friday,March,5.516708,25.0,-19.483292,-77.93316800000002,23,3
1,2005-12-07,The World's Fastest Indian,25000000,5128124,,,,,2005,Wednesday,December,5.128124,25.0,-19.871876,-79.487504,7,12
2,2008-04-25,Deception,25000000,4598506,,,,0.84,2008,Friday,April,4.598506,25.0,-20.401494,-81.605976,25,4
4,2005-04-22,King's Ransom,25000000,4008527,,,,,2005,Friday,April,4.008527,25.0,-20.991473000000006,-83.96589200000003,22,4
5,2008-10-03,Blindness,25000000,3073392,Drama,tt5662990,115.0,,2008,Friday,October,3.073392,25.0,-21.926608,-87.70643199999998,3,10
6,2018-04-13,Sgt. Stubby: An American Hero,25000000,3054285,"Adventure,Animation,Family",tt5314190,84.0,6.107,2018,Friday,April,3.054285,25.0,-21.945715,-87.78286,13,4
7,2011-12-16,Carnage,25000000,2546747,"Comedy,Drama",tt1692486,80.0,10.181000000000001,2011,Friday,December,2.5467470000000003,25.0,-22.453253,-89.813012,16,12
8,2017-09-01,Tulip Fever,25000000,2455635,"Drama,History,Romance",tt0491203,105.0,9.89,2017,Friday,September,2.455635,25.0,-22.544365,-90.17746,1,9
9,2006-01-06,BloodRayne,25000000,2405420,,,,,2006,Friday,January,2.40542,25.0,-22.59458,-90.37832,6,1
10,2015-11-20,Legend,25000000,1872994,Horror,tt2577542,134.0,10.542,2015,Friday,November,1.872994,25.0,-23.127006,-92.508024,20,11
11,2009-11-20,Bad Lieutenant: Port of Call New Orleans,25000000,1702112,,,,,2009,Friday,November,1.7021119999999998,25.0,-23.297888,-93.191552,20,11
12,2016-01-29,Jane Got a Gun,25000000,1513793,"Action,Drama,Western",tt2140037,98.0,8.825,2016,Friday,January,1.513793,25.0,-23.486207,-93.944828,29,1
13,2009-11-25,Me and Orson Welles,25000000,1190003,,,,,2009,Wednesday,November,1.190003,25.0,-23.809997,-95.239988,25,11
14,2005-09-16,Venom,25000000,881745,"Action,Sci-Fi,Thriller",tt1270797,112.0,2.758,2005,Friday,September,0.8817450000000001,25.0,-24.118255,-96.47302,16,9
15,2005-10-14,Where the Truth Lies,25000000,872142,Drama,tt1961665,,,2005,Friday,October,0.872142,25.0,-24.127858,-96.511432,14,10
17,2013-03-22,On the Road,25000000,720828,"Adventure,Drama,Romance",tt0337692,124.0,8.919,2013,Friday,March,0.720828,25.0,-24.279172,-97.116688,22,3
18,2012-08-24,Les petits mouchoirs,25000000,205505,,,,,2012,Friday,August,0.205505,25.0,-24.794495,-99.17798,24,8
19,2010-06-30,Love Ranch,25000000,137885,"Biography,Comedy,Drama",tt1125929,117.0,6.185,2010,Wednesday,June,0.13788499999999998,25.0,-24.862115,-99.44846,30,6
20,2015-04-24,Yi ge ren de wu lin,25000000,129115,,,,,2015,Friday,April,0.129115,25.0,-24.870885,-99.48354,24,4
21,2010-12-31,Sammy's avonturen: De geheime doorgang,25000000,0,,,,,2010,Friday,December,0.0,25.0,-25.0,-100.0,31,12
22,2010-12-31,Belka i Strelka. Zvezdnye sobaki,25000000,0,,,,,2010,Friday,December,0.0,25.0,-25.0,-100.0,31,12
23,2017-12-31,Matilda,25000000,0,,,,,2017,Sunday,December,0.0,25.0,-25.0,-100.0,31,12
24,2011-10-04,La vÃ©ritable histoire du Chat BottÃ©,25000000,0,,,,,2011,Tuesday,October,0.0,25.0,-25.0,-100.0,4,10
25,2011-07-08,Ironclad,25000000,0,"Action,Adventure,Drama",tt1233301,121.0,10.202,2011,Friday,July,0.0,25.0,-25.0,-100.0,8,7
26,2019-05-10,The Professor and the Madman,25000000,0,"Biography,Drama,Mystery",tt5932728,124.0,,2019,Friday,May,0.0,25.0,-25.0,-100.0,10,5
27,2015-03-10,Red Sky,25000000,0,"Drama,Romance",tt1836838,,3.8789999999999996,2015,Tuesday,March,0.0,25.0,-25.0,-100.0,10,3
29,2014-01-10,The Adventurer: The Curse of the Midas Box,25000000,0,"Adventure,Family,Fantasy",tt1376213,100.0,8.417,2014,Friday,January,0.0,25.0,-25.0,-100.0,10,1
30,2019-12-31,Reagan,25000000,0,"Biography,Documentary",tt1822382,105.0,1.58,2019,Tuesday,December,0.0,25.0,-25.0,-100.0,31,12
31,2012-11-09,Dangerous Liaisons,24200000,17000,"Drama,Mystery,Romance",tt2071441,110.0,3.035,2012,Friday,November,0.017,24.2,-24.183000000000003,-99.92975206611573,9,11
34,2003-02-21,Old School,24000000,75155000,,,,,2003,Friday,February,75.155,24.0,51.155,213.14583333333331,21,2
35,2006-12-20,Rocky Balboa,24000000,70269899,,,,,2006,Wednesday,December,70.269899,24.0,46.269899,192.79124583333333,20,12
36,2014-06-20,Think Like a Man Too,24000000,65028687,"Comedy,Romance",tt2239832,106.0,8.25,2014,Friday,June,65.028687,24.0,41.02868700000001,170.9528625,20,6
37,2016-12-16,Fences,24000000,57682904,Drama,tt2671706,139.0,12.753,2016,Friday,December,57.682904,24.0,33.682904,140.34543333333335,16,12
38,2000-02-18,The Whole Nine Yards,24000000,57262492,,,,,2000,Friday,February,57.262492,24.0,33.262492,138.59371666666667,18,2
39,2011-10-14,Footloose,24000000,51802742,"Comedy,Drama,Music",tt1068242,113.0,10.269,2011,Friday,October,51.802742,24.0,27.802742,115.84475833333336,14,10
40,2017-04-07,Going in Style,24000000,45018541,"Comedy,Crime",tt2568862,96.0,11.25,2017,Friday,April,45.018541,24.0,21.018541,87.57725416666666,7,4
44,2007-11-21,Hitman,24000000,39687694,Action,tt2261633,95.0,,2007,Wednesday,November,39.687694,24.0,15.687694,65.36539166666667,21,11
46,2000-04-07,Return to Me,24000000,32662299,,,,,2000,Friday,April,32.662299,24.0,8.662298999999997,36.09291249999999,7,4
47,2009-11-06,The Men Who Stare at Goats,24000000,32428195,,,,,2009,Friday,November,32.428195,24.0,8.428195000000002,35.117479166666676,6,11
48,2008-10-31,Zack and Miri Make a Porno,24000000,31457946,,,,,2008,Friday,October,31.457946000000003,24.0,7.4579460000000015,31.074775,31,10
49,2001-01-12,Double Take,24000000,29823162,,,,,2001,Friday,January,29.823162,24.0,5.823162,24.263175,12,1
51,2000-09-08,Nurse Betty,24000000,25170054,,,,,2000,Friday,September,25.170054,24.0,1.1700540000000004,4.875225000000002,8,9
52,2010-08-20,Piranha 3D,24000000,25003155,"Comedy,Horror",tt0464154,88.0,11.302,2010,Friday,August,25.003155,24.0,1.0031549999999996,4.179812499999999,20,8
53,2010-11-24,Faster,24000000,23240020,"Action,Crime,Drama",tt1433108,98.0,14.172,2010,Wednesday,November,23.24002,24.0,-0.7599799999999988,-3.166583333333328,24,11
55,2004-01-23,Win a Date with Tad Hamilton!,24000000,16980098,,,,,2004,Friday,January,16.980098,24.0,-7.019901999999997,-29.249591666666657,23,1
57,2000-04-07,Ready to Rumble,24000000,12372410,,,,,2000,Friday,April,12.37241,24.0,-11.62759,-48.44829166666666,7,4
58,2011-09-16,I Don't Know How She Does It,24000000,9659074,"Comedy,Romance",tt1742650,89.0,8.271,2011,Friday,September,9.659074,24.0,-14.340926,-59.75385833333333,16,9
60,2013-12-20,Dhoom 3,24000000,8031955,"Action,Thriller",tt1833673,172.0,6.797999999999999,2013,Friday,December,8.031955,24.0,-15.968045000000002,-66.53352083333334,20,12
61,2004-12-17,Beyond the Sea,24000000,6144806,Documentary,tt2757252,52.0,,2004,Friday,December,6.144806,24.0,-17.855194,-74.39664166666667,17,12
62,2005-06-10,Hauru no ugoku shiro,24000000,4710455,,,,,2005,Friday,June,4.7104550000000005,24.0,-19.289545,-80.37310416666666,10,6
65,2005-06-10,The Bridge of San Luis Rey,24000000,49981,,,,,2005,Friday,June,0.049981,24.0,-23.950019,-99.79174583333334,10,6
66,2007-12-31,Flood,24000000,0,Documentary,tt8237644,60.0,,2007,Monday,December,0.0,24.0,-24.0,-100.0,31,12
67,2009-10-02,Zombieland,23600000,75590286,,,,,2009,Friday,October,75.59028599999998,23.6,51.99028600000001,220.29782203389829,2,10
71,2018-11-16,Green Book,23000000,85080171,"Biography,Comedy,Drama",tt6966692,130.0,36.284,2018,Friday,November,85.08017099999998,23.0,62.08017100000001,269.91378695652173,16,11
73,2015-01-16,The Wedding Ringer,23000000,64460211,Comedy,tt0884732,101.0,15.876,2015,Friday,January,64.460211,23.0,41.460211,180.2617869565217,16,1
74,2000-03-17,Final Destination,23000000,53302314,Documentary,tt5056454,65.0,,2000,Friday,March,53.302314,23.0,30.30231400000001,131.74919130434785,17,3
76,2011-10-07,The Ides of March,23000000,40962534,"Drama,Thriller",tt1124035,101.0,10.127,2011,Friday,October,40.96253400000001,23.0,17.962533999999994,78.09797391304348,7,10
77,2000-02-18,Pitch Black,23000000,39235088,,,,,2000,Friday,February,39.235088,23.0,16.235087999999998,70.58733913043476,18,2
78,2018-10-05,The Hate U Give,23000000,29719483,"Crime,Drama",tt5580266,133.0,19.135,2018,Friday,October,29.719483,23.0,6.719483,29.21514347826087,5,10
79,2001-03-30,Someone Like You,23000000,27338033,,,,,2001,Friday,March,27.338033000000006,23.0,4.338032999999999,18.861013043478266,30,3
80,2014-01-10,Her,23000000,25568251,"Drama,Romance,Sci-Fi",tt1798709,126.0,15.968,2014,Friday,January,25.568251,23.0,2.568251,11.166308695652175,10,1
81,2001-10-05,Joy Ride,23000000,21973182,,,,,2001,Friday,October,21.973182,23.0,-1.026817999999999,-4.464426086956516,5,10
82,2012-02-17,Kari gurashi no Arietti,23000000,19192510,,,,,2012,Friday,February,19.19251,23.0,-3.807490000000002,-16.554304347826093,17,2
83,2012-01-20,Haywire,23000000,18942396,"Action,Drama,Thriller",tt1506999,93.0,10.015,2012,Friday,January,18.942396,23.0,-4.057604000000001,-17.641756521739136,20,1
85,2004-09-01,Vanity Fair,23000000,16123851,,,,,2004,Wednesday,September,16.123851000000002,23.0,-6.8761490000000025,-29.89630000000001,1,9
86,2016-02-26,Eddie the Eagle,23000000,15789389,"Biography,Comedy,Drama",tt1083452,106.0,11.482999999999999,2016,Friday,February,15.789389000000002,23.0,-7.210611,-31.35048260869565,26,2
88,2000-08-25,The Crew,23000000,13019253,Comedy,tt2629726,81.0,8.826,2000,Friday,August,13.019253,23.0,-9.980747,-43.39455217391304,25,8
90,2004-01-09,Chasing Liberty,23000000,12189514,,,,,2004,Friday,January,12.189514,23.0,-10.810486,-47.00211304347825,9,1
91,2008-08-22,The Longshots,23000000,11511323,,,,,2008,Friday,August,11.511323,23.0,-11.488677,-49.95076956521739,22,8
94,2007-09-14,In the Valley of Elah,23000000,6777741,,,,,2007,Friday,September,6.777741000000002,23.0,-16.222259,-70.53156086956524,14,9
95,2009-09-25,Coco avant Chanel,23000000,6113834,,,,,2009,Friday,September,6.113834,23.0,-16.886166,-73.41811304347827,25,9
96,2009-06-26,ChÃ©ri,23000000,2715657,,,,,2009,Friday,June,2.715657,23.0,-20.284343,-88.1927956521739,26,6
97,2013-06-28,Redemption,23000000,36686,"Adventure,Drama,Romance",tt1350546,97.0,0.6659999999999999,2013,Friday,June,0.036686,23.0,-22.963314,-99.84049565217391,28,6
98,2008-04-25,Rogue,23000000,10452,"Action,Romance,Thriller",tt6682124,134.0,,2008,Friday,April,0.010452,23.0,-22.989548000000006,-99.95455652173912,25,4
99,2017-05-05,ChÄi dÃ n zhuÄnjiÄ,23000000,0,,,,,2017,Friday,May,0.0,23.0,-23.0,-100.0,5,5
100,2011-03-15,Shi Yue Wei Cheng,23000000,0,,,,,2011,Tuesday,March,0.0,23.0,-23.0,-100.0,15,3
