id,release_date,movie,production_budget,domestic_gross,genres,tconst,runtime,popularity,year_released,release_day,release_month,domestic_gross_in_mill,production_budget_in_mill,domestic_net_in_mill,Return_on_Investment,release_day_num,release_month_num
10,2002-06-21,Sunshine State,5600000,3064356,,,,,2002,Friday,June,3.064356,5.6,-2.535644,-45.279357142857144,21,6
11,2010-07-16,Standing Ovation,5600000,531806,Musical,tt1303803,105.0,1.224,2010,Friday,July,0.531806,5.6,-5.068194,-90.5034642857143,16,7
12,2012-12-07,Khiladi 786,5600000,385422,"Action,Comedy",tt2166214,141.0,1.824,2012,Friday,December,0.385422,5.6,-5.2145779999999995,-93.11746428571428,7,12
13,2010-07-09,[Rec] 2,5600000,27766,,,,,2010,Friday,July,0.027766,5.6,-5.572234,-99.50417857142858,9,7
16,2005-02-25,Diary of a Mad Black Woman,5500000,50406346,,,,,2005,Friday,February,50.406346,5.5,44.906346,816.4790181818182,25,2
18,2013-09-27,Don Jon,5500000,24477704,"Comedy,Drama,Romance",tt2229499,90.0,12.78,2013,Friday,September,24.477704,5.5,18.977704,345.0491636363636,27,9
20,2018-09-28,Hell Fest,5500000,11107431,Horror,tt1999890,89.0,12.955,2018,Friday,September,11.107431,5.5,5.607431,101.95329090909092,28,9
21,2003-06-06,Mambo Italiano,5500000,9282750,,,,,2003,Friday,June,9.28275,5.5,3.78275,68.77727272727273,6,6
22,2001-07-20,Ghost World,5500000,6217849,,,,,2001,Friday,July,6.217849,5.5,0.7178490000000002,13.051800000000002,20,7
23,2001-12-14,Iris,5500000,5580479,"Drama,Family,History",tt1606618,85.0,5.445,2001,Friday,December,5.580479,5.5,0.08047900000000041,1.4632545454545534,14,12
25,2004-11-26,Les Choristes,5500000,3629758,,,,,2004,Friday,November,3.629758,5.5,-1.8702419999999997,-34.004400000000004,26,11
26,2003-10-03,Wonderland,5500000,1060512,,tt10453238,,0.6,2003,Friday,October,1.060512,5.5,-4.439488,-80.71796363636362,3,10
27,2005-07-01,De battre mon coeur s'est arrÃªtÃ©,5500000,1023424,,,,,2005,Friday,July,1.023424,5.5,-4.4765760000000006,-81.3922909090909,1,7
28,2011-04-01,Haevnen,5500000,1008098,,,,,2011,Friday,April,1.008098,5.5,-4.491902,-81.67094545454545,1,4
29,2011-10-21,Le Havre,5500000,611709,"Comedy,Drama",tt1508675,93.0,5.973,2011,Friday,October,0.6117090000000001,5.5,-4.8882910000000015,-88.87801818181818,21,10
30,2002-05-17,Harvard Man,5500000,56653,,,,,2002,Friday,May,0.056653,5.5,-5.443347,-98.96994545454548,17,5
31,2011-07-15,Salvation Boulevard,5500000,28468,"Action,Comedy,Drama",tt1251743,96.0,6.5070000000000014,2011,Friday,July,0.028468,5.5,-5.471532,-99.4824,15,7
32,2015-01-23,R100,5500000,24956,"Comedy,Drama",tt2914838,99.0,,2015,Friday,January,0.024956,5.5,-5.4750440000000005,-99.54625454545452,23,1
33,2015-05-05,Miss Julie,5500000,0,"Drama,Romance",tt2298738,85.0,7.422999999999999,2015,Tuesday,May,0.0,5.5,-5.5,-100.0,5,5
34,2008-12-31,Animals,5500000,0,"Drama,Fantasy",tt1298530,94.0,2.2319999999999998,2008,Wednesday,December,0.0,5.5,-5.5,-100.0,31,12
35,2003-03-07,Irreversible,5400000,792200,Drama,tt3882396,100.0,,2003,Friday,March,0.7922,5.4,-4.6078,-85.32962962962962,7,3
36,2013-02-26,Tao Jie,5400000,0,,,,,2013,Tuesday,February,0.0,5.4,-5.4,-100.0,26,2
37,2006-01-27,Rang De Basanti,5300000,2197694,,,,,2006,Friday,January,2.197694,5.3,-3.102306,-58.53407547169811,27,1
38,2013-07-19,Grabbers,5300000,0,"Comedy,Horror,Sci-Fi",tt1525366,94.0,7.117000000000001,2013,Friday,July,0.0,5.3,-5.3,-100.0,19,7
39,2013-10-11,La Vie d'AdÃ¨le â Chapitres 1 & 2,5250000,2450504,,,,,2013,Friday,October,2.450504,5.25,-2.799496,-53.32373333333334,11,10
40,2012-04-27,Hodejegerne,5250000,1200010,,,,,2012,Friday,April,1.20001,5.25,-4.04999,-77.14266666666667,27,4
41,2007-08-03,The Ten,5250000,769726,,,,,2007,Friday,August,0.769726,5.25,-4.480274,-85.33855238095236,3,8
42,2000-10-27,A Room for Romeo Brass,5250000,20097,,,,,2000,Friday,October,0.020097,5.25,-5.229903,-99.6172,27,10
43,2017-02-24,The Girl with all the Gifts,5250000,0,,,,,2017,Friday,February,0.0,5.25,-5.25,-100.0,24,2
45,2005-08-05,Saint Ralph,5200000,795126,,,,,2005,Friday,August,0.795126,5.2,-4.404874,-84.70911538461539,5,8
46,2011-04-22,Dum Maaro Dum,5200000,564489,"Action,Crime,Drama",tt1618430,128.0,1.4909999999999999,2011,Friday,April,0.564489,5.2,-4.635511,-89.1444423076923,22,4
48,2002-04-19,My Big Fat Greek Wedding,5000000,241438208,,,,,2002,Friday,April,241.438208,5.0,236.438208,4728.76416,19,4
49,2017-02-24,Get Out,5000000,176040665,"Horror,Mystery,Thriller",tt5052448,104.0,0.8340000000000001,2017,Friday,February,176.040665,5.0,171.040665,3420.8133,24,2
50,2017-01-20,Split,5000000,138141585,"Comedy,Romance,Sport",tt2660118,90.0,0.9059999999999999,2017,Friday,January,138.14158500000002,5.0,133.14158500000002,2662.8317,20,1
51,2011-10-21,Paranormal Activity 3,5000000,104028807,"Horror,Mystery,Thriller",tt1778304,83.0,9.669,2011,Friday,October,104.028807,5.0,99.028807,1980.57614,21,10
52,2005-10-28,Saw II,5000000,87025093,,,,,2005,Friday,October,87.025093,5.0,82.025093,1640.5018599999999,28,10
53,2013-09-13,Insidious Chapter 2,5000000,83586447,,,,,2013,Friday,September,83.58644699999998,5.0,78.58644699999998,1571.7289400000002,13,9
54,2016-03-11,10 Cloverfield Lane,5000000,72082999,"Drama,Horror,Mystery",tt1179933,103.0,17.892,2016,Friday,March,72.082999,5.0,67.082999,1341.65998,11,3
55,2016-07-22,Lights Out,5000000,67268835,Drama,tt1085448,,12.408,2016,Friday,July,67.268835,5.0,62.268834999999996,1245.3766999999998,22,7
56,2015-09-11,The Visit,5000000,65206105,"Comedy,Drama,Romance",tt1605776,90.0,10.196,2015,Friday,September,65.20610500000001,5.0,60.20610500000001,1204.1220999999996,11,9
57,2002-10-25,Jackass: The Movie,5000000,64282312,,,,,2002,Friday,October,64.282312,5.0,59.28231200000001,1185.6462400000005,25,10
58,2017-10-13,Happy Death Day,5000000,55683845,"Horror,Mystery,Thriller",tt5308322,96.0,21.23,2017,Friday,October,55.683845,5.0,50.683845,1013.6769,13,10
59,2012-10-19,Paranormal Activity 4,5000000,53900335,"Horror,Mystery,Thriller",tt2109184,88.0,8.965,2012,Friday,October,53.900335,5.0,48.900335,978.0067,19,10
60,2014-10-24,Ouija,5000000,50856010,"Horror,Mystery,Thriller",tt1204977,89.0,15.389000000000001,2014,Friday,October,50.85601,5.0,45.85601,917.1202,24,10
62,2013-08-30,No se Aceptan Devoluciones,5000000,44467206,,,,,2013,Friday,August,44.467206,5.0,39.467206,789.34412,30,8
63,2015-08-07,The Gift,5000000,43787265,Drama,tt1494821,,1.304,2015,Friday,August,43.78726500000001,5.0,38.78726500000001,775.7453,7,8
64,2017-06-23,The Big Sick,5000000,42872467,"Comedy,Drama,Romance",tt5462602,120.0,12.322000000000001,2017,Friday,June,42.872467,5.0,37.872467,757.44934,23,6
66,2019-05-31,MA,5000000,36049540,,,,,2019,Friday,May,36.04954,5.0,31.049540000000004,620.9908,31,5
69,2003-12-24,Monster,5000000,34469210,"Action,Adventure,Comedy",tt1617136,85.0,0.6,2003,Wednesday,December,34.46921,5.0,29.469209999999997,589.3842,24,12
70,2014-01-03,Paranormal Activity: The Marked Ones,5000000,32462372,"Horror,Mystery,Thriller",tt2473682,84.0,9.446,2014,Friday,January,32.462371999999995,5.0,27.462372,549.2474400000001,3,1
72,2014-04-11,Oculus,5000000,27695246,"Horror,Mystery",tt2388715,104.0,10.841,2014,Friday,April,27.695246,5.0,22.695246,453.90492,11,4
73,2013-11-01,Dallas Buyers Club,5000000,27298285,"Biography,Drama",tt0790636,117.0,12.389000000000001,2013,Friday,November,27.298285,5.0,22.298285,445.9657,1,11
74,2015-08-26,No Escape,5000000,27288872,"Action,Thriller",tt1781922,103.0,19.005,2015,Wednesday,August,27.288872,5.0,22.288872,445.77744,26,8
76,2015-02-27,The Lazarus Effect,5000000,25801570,"Horror,Mystery,Sci-Fi",tt2918436,83.0,0.6,2015,Friday,February,25.80157,5.0,20.80157,416.0314000000001,27,2
77,2001-03-16,Memento,5000000,25544867,,,,,2001,Friday,March,25.544867,5.0,20.544867,410.89734,16,3
78,2011-08-26,Our Idiot Brother,5000000,24814830,"Comedy,Drama",tt1637706,90.0,8.523,2011,Friday,August,24.81483,5.0,19.81483,396.2966,26,8
79,2018-03-09,The Strangers: Prey at Night,5000000,24431472,Horror,tt1285009,85.0,13.31,2018,Friday,March,24.431472,5.0,19.431472,388.62944,9,3
80,2006-07-21,Clerks II,5000000,24148068,,,,,2006,Friday,July,24.148068,5.0,19.148068,382.96136,21,7
82,2000-10-13,Billy Elliot,5000000,21995263,"Comedy,Drama,Music",tt4085696,169.0,,2000,Friday,October,21.995263,5.0,16.995263,339.90526,13,10
83,2013-07-05,The Way Way Back,5000000,21502690,"Comedy,Drama",tt1727388,103.0,9.977,2013,Friday,July,21.50269,5.0,16.50269,330.0538,5,7
84,2014-08-29,"As Above, So Below",5000000,21222315,Documentary,tt10012842,,10.613,2014,Friday,August,21.222315,5.0,16.222315,324.44629999999995,29,8
85,2016-04-01,Godâs Not Dead 2,5000000,20773069,,,,,2016,Friday,April,20.773069,5.0,15.773069,315.46137999999996,1,4
90,2016-02-19,Race,5000000,19115191,"Biography,Documentary,History",tt1568874,59.0,8.705,2016,Friday,February,19.115191,5.0,14.115191,282.3038200000001,19,2
92,2015-01-16,Still Alice,5000000,18656400,Drama,tt3316960,101.0,10.747,2015,Friday,January,18.6564,5.0,13.6564,273.12800000000004,16,1
94,2011-09-02,Apollo 18,5000000,17686929,"Horror,Mystery,Sci-Fi",tt1772240,86.0,8.384,2011,Friday,September,17.686929,5.0,12.686929,253.73858,2,9
95,2018-03-23,"Paul, Apostle of Christ",5000000,17547999,"Adventure,Biography,Drama",tt7388562,108.0,12.005,2018,Friday,March,17.547999,5.0,12.547999,250.95998000000003,23,3
96,2014-10-10,Addicted,5000000,17390770,"Drama,Thriller",tt2205401,106.0,8.295,2014,Friday,October,17.39077,5.0,12.39077,247.8154,10,10
97,2001-08-31,O (Othello),5000000,16017403,,,,,2001,Friday,August,16.017403,5.0,11.017403000000002,220.34806000000003,31,8
3,2013-03-15,Spring Breakers,5000000,14124286,"Comedy,Crime,Drama",tt2101441,94.0,10.690999999999999,2013,Friday,March,14.124285999999998,5.0,9.124286,182.48572,15,3
4,2017-06-09,It Comes at Night,5000000,13985117,"Horror,Mystery",tt4695012,91.0,12.337,2017,Friday,June,13.985117,5.0,8.985117,179.70234,9,6
5,2002-03-15,Y Tu MamÃ¡ TambiÃ©n,5000000,13649881,,,,,2002,Friday,March,13.649881,5.0,8.649881,172.99761999999996,15,3
6,2004-09-24,Shaun of the Dead,5000000,13542874,,,,,2004,Friday,September,13.542874,5.0,8.542874000000001,170.85747999999995,24,9
7,2008-10-31,The Haunting of Molly Hartley,5000000,13442412,,,,,2008,Friday,October,13.442412,5.0,8.442412,168.84823999999998,31,10
8,2016-07-15,Hillaryâs America: The Secret History of the Democratic Party,5000000,13099931,,,,,2016,Friday,July,13.099931,5.0,8.099931,161.99862000000005,15,7
12,2017-03-03,Before I Fall,5000000,12241072,"Drama,Fantasy,Mystery",tt1691916,98.0,14.584000000000001,2017,Friday,March,12.241072,5.0,7.241072000000001,144.82144000000005,3,3
14,2009-03-13,Sunshine Cleaning,5000000,12062558,,,,,2009,Friday,March,12.062558,5.0,7.062557999999999,141.25115999999997,13,3
15,2016-01-29,Fifty Shades of Black,5000000,11686940,Comedy,tt4667094,92.0,8.783999999999999,2016,Friday,January,11.68694,5.0,6.686939999999999,133.7388,29,1
19,2009-01-09,Not Easily Broken,5000000,10572742,,,,,2009,Friday,January,10.572742,5.0,5.572742,111.45483999999999,9,1
20,2014-05-09,Momsâ Night Out,5000000,10429707,,,,,2014,Friday,May,10.429707,5.0,5.4297070000000005,108.59414,9,5
21,2017-03-17,The Belko Experiment,5000000,10166820,"Horror,Thriller",tt1082807,89.0,10.133,2017,Friday,March,10.16682,5.0,5.1668199999999995,103.3364,17,3
22,2016-03-11,The Perfect Match,5000000,9669521,"Biography,Documentary,Family",tt3444696,87.0,6.875,2016,Friday,March,9.669521,5.0,4.669521,93.39041999999999,11,3
23,2000-10-06,Digimon: The Movie,5000000,9628751,,,,,2000,Friday,October,9.628751,5.0,4.628750999999999,92.57501999999998,6,10
24,2004-05-28,Saved!,5000000,8886160,,,,,2004,Friday,May,8.88616,5.0,3.88616,77.7232,28,5
25,2003-05-09,Les invasions barbares,5000000,8460000,,,,,2003,Friday,May,8.46,5.0,3.4600000000000013,69.20000000000002,9,5
28,2001-04-27,The Forsaken,5000000,6755271,"Drama,Horror,Thriller",tt5124556,86.0,,2001,Friday,April,6.7552710000000005,5.0,1.7552709999999996,35.105419999999995,27,4
29,2018-09-21,Fahrenheit 11/9,5000000,6352306,Documentary,tt8632862,128.0,10.003,2018,Friday,September,6.352306,5.0,1.3523059999999996,27.04611999999999,21,9
31,2010-05-28,Sea Rex 3D: Journey to a Prehistoric World,5000000,6096582,Documentary,tt1529567,41.0,2.7460000000000004,2010,Friday,May,6.096582,5.0,1.0965819999999995,21.931639999999994,28,5
32,2006-01-06,Grandmaâs Boy,5000000,6090172,,,,,2006,Friday,January,6.090172,5.0,1.090172,21.80344,6,1
35,2001-07-13,Made,5000000,5308707,,,,,2001,Friday,July,5.308707,5.0,0.3087070000000001,6.174140000000001,13,7
36,2004-11-19,La mala educaciÃ³n,5000000,5211842,,,,,2004,Friday,November,5.211842,5.0,0.21184199999999986,4.236839999999997,19,11
37,2009-06-12,Moon,5000000,5010163,,,,,2009,Friday,June,5.010163,5.0,0.010163000000000366,0.20326000000000727,12,6
38,2015-09-11,90 Minutes in Heaven,5000000,4816142,Drama,tt4337690,121.0,5.797999999999999,2015,Friday,September,4.816142,5.0,-0.18385799999999985,-3.6771599999999975,11,9
39,2016-12-02,Incarnate,5000000,4799774,"Horror,Thriller",tt3216348,91.0,7.1370000000000005,2016,Friday,December,4.799774,5.0,-0.2002259999999998,-4.004519999999996,2,12
40,2006-05-12,Keeping Up with the Steins,5000000,4339241,,,,,2006,Friday,May,4.339241,5.0,-0.6607589999999997,-13.215179999999993,12,5
42,2008-08-06,Bottle Shock,5000000,4078607,,,,,2008,Wednesday,August,4.078607,5.0,-0.921393,-18.427860000000006,6,8
43,2011-02-25,Des Hommes et Des Dieux,5000000,3954651,,,,,2011,Friday,February,3.954651,5.0,-1.045349,-20.906979999999997,25,2
45,2017-03-03,Table 19,5000000,3614896,"Comedy,Drama,Romance",tt1412528,87.0,7.551,2017,Friday,March,3.614896,5.0,-1.3851040000000001,-27.70208,3,3
46,2016-04-15,Green Room,5000000,3220371,"Horror,Music,Thriller",tt4062536,95.0,9.943,2016,Friday,April,3.220371,5.0,-1.779629,-35.59258,15,4
47,2018-03-09,Thoroughbreds,5000000,3072605,"Comedy,Crime,Drama",tt5649108,92.0,11.241,2018,Friday,March,3.072605,5.0,-1.927395,-38.5479,9,3
49,2016-03-04,The Other Side of the Door,5000000,3000342,Drama,tt3566920,90.0,9.078,2016,Friday,March,3.000342,5.0,-1.9996580000000002,-39.99316,4,3
50,2011-05-13,Everything Must Go,5000000,2712131,"Comedy,Drama",tt1531663,97.0,7.4929999999999986,2011,Friday,May,2.7121310000000003,5.0,-2.287869,-45.75738000000001,13,5
51,2014-10-10,Kill the Messenger,5000000,2450846,"Biography,Crime,Drama",tt1216491,112.0,10.062000000000001,2014,Friday,October,2.450846,5.0,-2.549154,-50.98308,10,10
52,2010-12-17,Rabbit Hole,5000000,2229058,Drama,tt0935075,91.0,9.389,2010,Friday,December,2.229058,5.0,-2.770942,-55.41883999999999,17,12
53,2015-10-23,Jem and the Holograms,5000000,2184640,"Adventure,Drama,Family",tt3614530,118.0,7.942,2015,Friday,October,2.1846400000000004,5.0,-2.81536,-56.3072,23,10
54,2016-12-28,Paterson,5000000,2141423,"Comedy,Drama,Romance",tt5247022,118.0,9.486,2016,Wednesday,December,2.141423,5.0,-2.858577,-57.17154,28,12
57,2004-10-22,The Machinist,5000000,1082044,,,,,2004,Friday,October,1.082044,5.0,-3.917956,-78.35911999999998,22,10
59,2008-07-25,American Teen,5000000,942441,,,,,2008,Friday,July,0.942441,5.0,-4.057559,-81.15118000000002,25,7
60,2014-09-12,Atlas Shrugged: Who Is John Galt?,5000000,851690,"Drama,Mystery,Sci-Fi",tt2800038,99.0,,2014,Friday,September,0.85169,5.0,-4.14831,-82.96620000000001,12,9
61,2003-08-29,Party Monster,5000000,742898,,,,,2003,Friday,August,0.742898,5.0,-4.257102,-85.14204000000002,29,8
62,2006-07-14,The Oh in Ohio,5000000,418689,,,,,2006,Friday,July,0.418689,5.0,-4.581311,-91.62622,14,7
64,2013-08-16,Ain't Them Bodies Saints,5000000,391611,"Crime,Drama,Romance",tt2388637,96.0,8.166,2013,Friday,August,0.391611,5.0,-4.608389,-92.16778,16,8
66,2014-09-26,Jimi: All is By My Side,5000000,340911,,,,,2014,Friday,September,0.340911,5.0,-4.659089,-93.18178,26,9
67,2007-08-03,"Gandhi, My Father",5000000,240425,,,,,2007,Friday,August,0.240425,5.0,-4.759575,-95.1915,3,8
68,2008-04-25,Standard Operating Procedure,5000000,228830,,,,,2008,Friday,April,0.22883,5.0,-4.77117,-95.4234,25,4
69,2011-09-30,Tucker & Dale vs. Evil,5000000,223838,,,,,2011,Friday,September,0.223838,5.0,-4.776162,-95.52324000000002,30,9
71,2015-08-07,Cop Car,5000000,134552,"Crime,Thriller",tt3813310,88.0,11.414000000000001,2015,Friday,August,0.134552,5.0,-4.8654480000000015,-97.30896,7,8
72,2010-09-10,"Lovely, Still",5000000,127564,,,,,2010,Friday,September,0.127564,5.0,-4.872436,-97.44872,10,9
73,2003-06-13,Tycoon,5000000,121016,,,,,2003,Friday,June,0.121016,5.0,-4.878984,-97.57968,13,6
75,2004-02-27,Decoys,5000000,84733,,,,,2004,Friday,February,0.084733,5.0,-4.915267,-98.30534,27,2
76,2008-05-30,Stuck,5000000,67505,"Comedy,Drama",tt2232596,,1.2819999999999998,2008,Friday,May,0.067505,5.0,-4.9324949999999985,-98.6499,30,5
77,2007-11-16,Redacted,5000000,65388,,,,,2007,Friday,November,0.065388,5.0,-4.934612,-98.69223999999998,16,11
78,2014-10-17,Rudderless,5000000,56001,"Comedy,Drama,Music",tt1798243,105.0,8.03,2014,Friday,October,0.056001,5.0,-4.943999,-98.87998,17,10
79,2005-01-28,Fascination,5000000,16670,,,,,2005,Friday,January,0.016669999999999997,5.0,-4.9833300000000005,-99.6666,28,1
80,2009-08-14,Grace,5000000,8297,"Crime,Drama,Horror",tt1555814,98.0,5.7810000000000015,2009,Friday,August,0.008297,5.0,-4.991703,-99.83406,14,8
81,2015-05-15,Area 51,5000000,7556,"Horror,Sci-Fi,Thriller",tt1519461,91.0,6.794,2015,Friday,May,0.007556,5.0,-4.992444,-99.84888,15,5
82,2012-10-26,Mientras duermes,5000000,0,,,,,2012,Friday,October,0.0,5.0,-5.0,-100.0,26,10
83,2009-07-07,Flying By,5000000,0,,,,,2009,Tuesday,July,0.0,5.0,-5.0,-100.0,7,7
84,2008-12-31,The Cottage,5000000,0,"Drama,Horror,Thriller",tt1977941,88.0,1.666,2008,Wednesday,December,0.0,5.0,-5.0,-100.0,31,12
85,2014-12-05,Dying of the Light,5000000,0,"Drama,Thriller",tt1274586,94.0,9.064,2014,Friday,December,0.0,5.0,-5.0,-100.0,5,12
86,2016-09-02,Yoga Hosers,5000000,0,"Action,Comedy,Fantasy",tt3838992,88.0,8.05,2016,Friday,September,0.0,5.0,-5.0,-100.0,2,9
87,2009-02-17,Dead Like Me: Life After Death,5000000,0,,,,,2009,Tuesday,February,0.0,5.0,-5.0,-100.0,17,2
88,2007-01-30,Farce of the Penguins,5000000,0,,,,,2007,Tuesday,January,0.0,5.0,-5.0,-100.0,30,1
89,2010-12-31,Psych 9,5000000,0,,,,,2010,Friday,December,0.0,5.0,-5.0,-100.0,31,12
90,2014-11-21,Reach Me,5000000,0,"Comedy,Crime,Drama",tt0959306,95.0,4.659,2014,Friday,November,0.0,5.0,-5.0,-100.0,21,11
91,2014-08-18,Henry & Me,5000000,0,"Animation,Family",tt1460798,67.0,0.6,2014,Monday,August,0.0,5.0,-5.0,-100.0,18,8
92,2015-01-27,Born of War,5000000,0,"Action,Drama,Thriller",tt1554921,109.0,,2015,Tuesday,January,0.0,5.0,-5.0,-100.0,27,1
93,2015-01-09,Let's Kill Ward's Wife,5000000,0,"Comedy,Crime",tt2980708,82.0,7.157,2015,Friday,January,0.0,5.0,-5.0,-100.0,9,1
94,2015-01-13,Capricorn One,5000000,0,,,,,2015,Tuesday,January,0.0,5.0,-5.0,-100.0,13,1
95,2011-12-31,We Have Your Husband,5000000,0,,,,0.698,2011,Saturday,December,0.0,5.0,-5.0,-100.0,31,12
96,2012-12-31,Should've Been Romeo,5000000,0,"Comedy,Drama",tt1717210,,,2012,Monday,December,0.0,5.0,-5.0,-100.0,31,12
97,2015-12-31,Aztec Warrior,5000000,0,"Action,Comedy",tt2237914,,,2015,Thursday,December,0.0,5.0,-5.0,-100.0,31,12
98,2015-09-25,Navy SEAL vs. Zombies,5000000,0,,,,,2015,Friday,September,0.0,5.0,-5.0,-100.0,25,9
99,2016-03-15,The Hatching,5000000,0,"Action,Adventure,Comedy",tt2938464,90.0,,2016,Tuesday,March,0.0,5.0,-5.0,-100.0,15,3
100,2015-10-27,Running Forever,5000000,0,Family,tt4453560,88.0,,2015,Tuesday,October,0.0,5.0,-5.0,-100.0,27,10
1,2015-01-23,Mommy,4900000,3498695,Drama,tt3612616,139.0,11.095,2015,Friday,January,3.498695,4.9,-1.4013050000000002,-28.598061224489797,23,1
2,2008-08-29,Obsluhoval jsem anglickÃ©ho krÃ¡le,4900000,617228,,,,,2008,Friday,August,0.617228,4.9,-4.2827720000000005,-87.40351020408166,29,8
3,2010-08-20,Soul Kitchen,4900000,276901,,,,,2010,Friday,August,0.276901,4.9,-4.623099000000002,-94.34895918367347,20,8
4,2012-08-17,The Awakening,4900000,95933,"Horror,Thriller",tt1373405,83.0,0.6,2012,Friday,August,0.095933,4.9,-4.804067000000001,-98.04218367346941,17,8
5,2008-01-18,All Hat,4900000,15198,,,,,2008,Friday,January,0.015198,4.9,-4.8848020000000005,-99.68983673469387,18,1
7,2006-01-06,Hostel,4800000,47326473,"Action,Crime,Drama",tt1825801,111.0,,2006,Friday,January,47.326473,4.8,42.526473,885.9681875000001,6,1
8,2013-07-19,Only God Forgives,4800000,775849,"Crime,Drama",tt1602613,90.0,10.196,2013,Friday,July,0.775849,4.8,-4.024151,-83.83647916666666,19,7
9,2011-09-30,Take Shelter,4750000,1728953,"Drama,Horror,Thriller",tt1675192,121.0,11.235999999999999,2011,Friday,September,1.728953,4.75,-3.0210470000000003,-63.600989473684216,30,9
10,2006-01-27,Tristram Shandy: A Cock and Bull Story,4750000,1253413,,,,,2006,Friday,January,1.253413,4.75,-3.4965870000000003,-73.61235789473682,27,1
13,2006-10-13,Driving Lessons,4700000,239962,,,,,2006,Friday,October,0.239962,4.7,-4.460038,-94.89442553191488,13,10
14,2011-12-31,Without Men,4700000,0,Comedy,tt1547090,87.0,2.312,2011,Saturday,December,0.0,4.7,-4.7,-100.0,31,12
15,2015-03-10,Treading Water,4700000,0,"Comedy,Drama",tt2091427,92.0,1.39,2015,Tuesday,March,0.0,4.7,-4.7,-100.0,10,3
17,2004-07-16,Camping Sauvage,4600000,3479302,,,,,2004,Friday,July,3.479302,4.6,-1.1206979999999995,-24.36299999999999,16,7
18,2012-09-14,Barfi,4600000,2804874,"Comedy,Romance",tt3099638,105.0,,2012,Friday,September,2.8048740000000003,4.6,-1.7951259999999998,-39.02447826086956,14,9
19,2005-03-04,Dear Frankie,4600000,1340891,,,,,2005,Friday,March,1.340891,4.6,-3.259109,-70.85019565217391,4,3
20,2004-12-29,The Assassination of Richard Nixon,4600000,708776,,,,,2004,Wednesday,December,0.7087760000000001,4.6,-3.891224,-84.59182608695653,29,12
21,2011-06-24,Le nom des gens,4600000,514237,,,,,2011,Friday,June,0.5142369999999999,4.6,-4.085763,-88.8209347826087,24,6
22,2008-05-28,Savage Grace,4600000,434417,,,,,2008,Wednesday,May,0.434417,4.6,-4.165583,-90.55615217391303,28,5
23,2007-10-19,Out of the Blue,4600000,728,"Comedy,Drama",tt2751576,108.0,0.6,2007,Friday,October,0.000728,4.6,-4.599272,-99.98417391304348,19,10
29,2002-12-19,25th Hour,4500000,13084595,,,,,2002,Thursday,December,13.084595,4.5,8.584595,190.76877777777776,19,12
32,2016-03-25,The Lobster,4500000,9196278,"Comedy,Drama,Romance",tt3464902,119.0,15.64,2016,Friday,March,9.196278,4.5,4.6962779999999995,104.36173333333332,25,3
34,2000-10-06,Requiem for a Dream,4500000,3635482,,,,,2000,Friday,October,3.635482,4.5,-0.8645179999999999,-19.211511111111108,6,10
36,2008-10-24,LÃ¥t den rÃ¤tte komma in,4500000,2122085,,,,,2008,Friday,October,2.122085,4.5,-2.377915,-52.842555555555535,24,10
39,2001-10-26,Donnie Darko,4500000,1480006,,,,,2001,Friday,October,1.480006,4.5,-3.019994,-67.11097777777778,26,10
40,2011-09-02,Salvando al Soldado Perez,4500000,1400726,,,,,2011,Friday,September,1.400726,4.5,-3.0992740000000003,-68.87275555555557,2,9
42,2011-08-19,Nannerl la soeur de Mozart,4500000,707885,,,,,2011,Friday,August,0.707885,4.5,-3.792115,-84.2692222222222,19,8
43,2003-03-14,Spun,4500000,410241,,,,,2003,Friday,March,0.410241,4.5,-4.089759,-90.88353333333332,14,3
44,2010-07-23,Life During Wartime,4500000,281447,"Documentary,History",tt4074762,50.0,,2010,Friday,July,0.281447,4.5,-4.218553,-93.7456222222222,23,7
45,2006-05-04,Chinjeolhan geumjassi,4500000,211667,,,,,2006,Thursday,May,0.211667,4.5,-4.2883330000000015,-95.29628888888887,4,5
46,2011-10-07,Blackthorn,4500000,200558,"Action,Adventure,Western",tt1629705,102.0,7.547999999999999,2011,Friday,October,0.200558,4.5,-4.299442,-95.54315555555556,7,10
47,2015-05-08,Maggie,4500000,187112,"Drama,Horror",tt1881002,95.0,13.0,2015,Friday,May,0.187112,4.5,-4.312888,-95.84195555555556,8,5
48,2003-04-18,Lilja 4-ever,4500000,181655,,,,,2003,Friday,April,0.181655,4.5,-4.318345,-95.96322222222223,18,4
49,2010-04-09,After.Life,4500000,108596,,,,9.395,2010,Friday,April,0.108596,4.5,-4.3914040000000005,-97.58675555555556,9,4
50,2002-02-22,Mean Machine,4500000,92723,,,,,2002,Friday,February,0.092723,4.5,-4.407277,-97.93948888888887,22,2
51,2007-08-31,Fong juk,4500000,51957,,,,,2007,Friday,August,0.051957,4.5,-4.448043,-98.8454,31,8
52,2010-07-23,Spoken Word,4500000,32961,,,,,2010,Friday,July,0.032961000000000004,4.5,-4.467039,-99.26753333333332,23,7
53,2013-03-01,The Sweeney,4500000,26345,"Action,Crime,Drama",tt0857190,112.0,6.4,2013,Friday,March,0.026345,4.5,-4.473655,-99.41455555555555,1,3
54,2014-09-04,Falcon Rising,4500000,11774,"Action,Adventure",tt2295722,103.0,10.059,2014,Thursday,September,0.011774,4.5,-4.488226,-99.73835555555556,4,9
